0.093515,-0.990577,0.000079,0.023156,0.268972,0.610107,0.04577,0.198478,-0.350887,0.216293,0.492494,0.962752,0.317764,0.796885,0.6194,0.587097,-0.000712,0.86642,0.721006,0.674384,5
0.169215,-0.980885,0.022182,-0.024467,0.779227,0.574516,0.086956,0.385001,-0.282234,0.206496,0.419739,0.940174,0.347924,0.715206,0.925216,0.710652,0.055634,0.638063,0.703715,0.721131,5
0.111193,-0.986931,0.04387,-0.009264,0.188058,0.560968,0.049357,0.289574,-0.28993,0.278634,0.382725,0.946399,0.29046,0.656095,0.590882,0.525063,-0.056555,0.71078,0.669466,0.532106,5
0.139544,-0.986333,0.019009,0.032071,0.360193,0.569467,0.060741,0.361489,-0.323042,0.054709,0.423553,0.94117,0.271532,0.619781,0.813904,0.598677,-0.047713,0.66978,0.655583,0.582151,5
0.100423,-0.989824,0.059314,0.077162,-0.669404,0.753948,0.053046,0.128853,-0.258373,0.160052,0.393524,0.944466,0.11852,0.554263,0.679035,1,0.023089,0.624557,0.569287,0.370225,5
0.109895,-0.994553,0.070648,0.002322,0.588289,0.523558,0.047737,0.315608,-0.365369,0.500699,0.545037,1,0.615781,0.860063,0.726705,0.506244,-0.016001,1,1,1,5
0.063533,-0.988399,0.04113,0.084249,-0.734643,0.749268,0.013927,0.190244,-0.284785,0.230947,0.27006,0.972952,0.396311,0.759157,0.811385,0.898217,-0.076514,0.643334,0.863849,0.780747,5
0.132732,-0.984504,0.030623,-0.029868,0.55052,0.533339,0.081812,0.262344,-0.340568,0.042363,0.411264,0.939702,0.389089,0.710993,0.768627,0.529716,0.055928,0.700651,0.674142,0.622547,5
0.0735,-0.998797,0.043673,0.049318,-1,0.722514,0.027606,0.155493,-0.306873,0.35267,0.255922,0.973666,0.413973,0.702105,0.646526,0.809242,-0.060599,0.512279,0.71432,0.781724,5
0.064766,-0.649698,0.023398,0.074323,-0.780298,0.617543,-0.053383,0.856537,-0.168995,0.135012,-0.199583,0.846209,-0.352259,-0.085999,-0.09052,0.008552,-0.46397,-0.138674,-0.397797,-0.316129,5
-0.028377,0.966121,-0.201781,0.058799,-0.409899,0.331442,-0.066798,0.078681,0.071923,0.206978,0.224743,0.810998,0.575218,0.868478,0.748647,0.295247,-0.247372,0.632829,0.679827,0.556277,5
0.038798,0.982124,-0.167015,-0.02575,-0.810776,0.395352,-0.027304,0.363407,0.042442,0.213495,0.142709,0.793668,0.394641,0.4449,0.741039,0.113422,-0.173678,0.297678,0.222269,0.361108,5
-0.004366,0.976341,-0.187268,0.053333,-0.261146,0.422694,-0.044804,0.180106,0.103384,0.410247,0.039176,0.805374,0.479913,0.607258,0.544625,0.206362,-0.297491,0.366035,0.462735,0.462295,5
0.005573,0.972334,-0.187636,0.030493,-0.578637,0.419046,-0.023482,0.093682,0.059083,0.147346,0.149887,0.784168,0.385366,0.584516,0.716006,0.3409,-0.202001,0.380341,0.372524,0.314525,5
